archive_sample_id	experiment_id	sample_timepoint_id	condition_id	replicate_id	batch_id	gsm_accession	biosample_accession	sra_sample_accession	srx_accession	sample_title_original	sample_alias_original	species_scientific	taxonomy_id	cell_line_or_tissue	platform_accession	genotype_original	phase_original	type_original	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids	disposition_status	run_count	evidence_ids	notes
AS-P0008-053	EX-P0008-004	ST-P0008-GEO-053	C-P0008-GEO-053	R-P0008-GEO-053	B-P0008-GEO-053	GSM2745891	SAMN07512600	SRS2434648	SRX3098344	20160830-G2n-R2	GSM2745891	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	G2	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-054	EX-P0008-004	ST-P0008-GEO-054	C-P0008-GEO-054	R-P0008-GEO-054	B-P0008-GEO-054	GSM2745892	SAMN07512599	SRS2434649	SRX3098345	20160830-7m-R2	GSM2745892	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	Prophase	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-055	EX-P0008-004	ST-P0008-GEO-055	C-P0008-GEO-055	R-P0008-GEO-055	B-P0008-GEO-055	GSM2745893	SAMN07512598	SRS2434650	SRX3098346	20160830-10m-R2	GSM2745893	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	Prometaphase	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-056	EX-P0008-004	ST-P0008-GEO-056	C-P0008-GEO-056	R-P0008-GEO-056	B-P0008-GEO-056	GSM2745894	SAMN07512656	SRS2434651	SRX3098347	20160830-15m-R2	GSM2745894	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	Prometaphase	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-057	EX-P0008-004	ST-P0008-GEO-057	C-P0008-GEO-057	R-P0008-GEO-057	B-P0008-GEO-057	GSM2745895	SAMN07512655	SRS2434652	SRX3098348	20160830-30m-R2	GSM2745895	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	Prometaphase	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-058	EX-P0008-004	ST-P0008-GEO-058	C-P0008-GEO-058	R-P0008-GEO-058	B-P0008-GEO-058	GSM2745896	SAMN07512654	SRS2434653	SRX3098349	20160830-60m-R2	GSM2745896	Gallus gallus	9031	DT40	GPL23499	CAPH2-AID	Prometaphase	NR	yes	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013	mapped	1	E-P0008-008|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-059	EX-P0008-005	ST-P0008-GEO-059	C-P0008-GEO-059	R-P0008-GEO-059	B-P0008-GEO-059	GSM2745897	SAMN07512652	SRS2434655	SRX3098350	HelaS3-PM98	GSM2745897	Homo sapiens	9606	HelaS3-CCL2.2	GPL11154	WT	Prometaphase	NR	unclear	reused_from_prior_study	UNRESOLVED	mixed_or_additional_unassigned	reanalyzed_prior_data	E-P0008-011|E-P0008-013	mapped	75	E-P0008-008|E-P0008-011|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0008-060	EX-P0008-005	ST-P0008-GEO-060	C-P0008-GEO-060	R-P0008-GEO-060	B-P0008-GEO-060	GSM2745898	SAMN07512651	SRS2434654	SRX3098351	HelaS3-NS	GSM2745898	Homo sapiens	9606	HelaS3-CCL2.2	GPL11154	WT	NS	NR	unclear	reused_from_prior_study	UNRESOLVED	mixed_or_additional_unassigned	reanalyzed_prior_data	E-P0008-011|E-P0008-013	mapped	1	E-P0008-008|E-P0008-011|E-P0008-009|E-P0008-010	GEO→BioSample/SRX与NCBI/ENA Run关系均由官方字段连接
AS-P0009-001	EX-P0009-001	ST-P0009-001	C-P0009-001	R-P0009-001	B-P0009-001	GSM3729077	SAMN11457819	SRS4645876	SRX5706476	Capture-C-prometa-rep1	GSM3729077	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-002	EX-P0009-001	ST-P0009-002	C-P0009-002	R-P0009-002	B-P0009-002	GSM3729078	SAMN11457818	SRS4645902	SRX5706503	Capture-C-ana.telo-rep1	GSM3729078	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-003	EX-P0009-001	ST-P0009-003	C-P0009-003	R-P0009-003	B-P0009-003	GSM3729079	SAMN11457817	SRS4645904	SRX5706504	Capture-C-early-G1-rep1	GSM3729079	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-004	EX-P0009-001	ST-P0009-004	C-P0009-004	R-P0009-004	B-P0009-004	GSM3729080	SAMN11457816	SRS4645905	SRX5706505	Capture-C-mid-G1-rep1	GSM3729080	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-005	EX-P0009-001	ST-P0009-005	C-P0009-005	R-P0009-005	B-P0009-005	GSM3729081	SAMN11457815	SRS4645906	SRX5706506	Capture-C-prometa-rep2	GSM3729081	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-006	EX-P0009-001	ST-P0009-006	C-P0009-006	R-P0009-006	B-P0009-006	GSM3729082	SAMN11457905	SRS4645907	SRX5706507	Capture-C-ana.telo-rep2	GSM3729082	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-007	EX-P0009-001	ST-P0009-007	C-P0009-007	R-P0009-007	B-P0009-007	GSM3729083	SAMN11457904	SRS4645908	SRX5706508	Capture-C-early-G1-rep2	GSM3729083	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-008	EX-P0009-001	ST-P0009-008	C-P0009-008	R-P0009-008	B-P0009-008	GSM3729084	SAMN11457903	SRS4645909	SRX5706509	Capture-C-mid-G1-rep2	GSM3729084	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-009	EX-P0009-001	ST-P0009-009	C-P0009-009	R-P0009-009	B-P0009-009	GSM3729085	SAMN11457902	SRS4645910	SRX5706510	Capture-C-prometa-rep3	GSM3729085	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-010	EX-P0009-001	ST-P0009-010	C-P0009-010	R-P0009-010	B-P0009-010	GSM3729086	SAMN11457901	SRS4645911	SRX5706511	Capture-C-ana.telo-rep3	GSM3729086	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-011	EX-P0009-001	ST-P0009-011	C-P0009-011	R-P0009-011	B-P0009-011	GSM3729087	SAMN11457900	SRS4645912	SRX5706512	Capture-C-early-G1-rep3	GSM3729087	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-012	EX-P0009-001	ST-P0009-012	C-P0009-012	R-P0009-012	B-P0009-012	GSM3729088	SAMN11457899	SRS4645913	SRX5706513	Capture-C-mid-G1-rep3	GSM3729088	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-013	EX-P0009-001	ST-P0009-013	C-P0009-013	R-P0009-013	B-P0009-013	GSM3729089	SAMN11457898	SRS4645914	SRX5706514	Hi-C-prometa-rep1	GSM3729089	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	3	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-014	EX-P0009-001	ST-P0009-014	C-P0009-014	R-P0009-014	B-P0009-014	GSM3729090	SAMN11457897	SRS4645915	SRX5706515	Hi-C-prometa-rep2	GSM3729090	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	4	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-015	EX-P0009-001	ST-P0009-015	C-P0009-015	R-P0009-015	B-P0009-015	GSM3729091	SAMN11457896	SRS4645918	SRX5706516	Hi-C-ana.telo-rep1	GSM3729091	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	3	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-016	EX-P0009-001	ST-P0009-016	C-P0009-016	R-P0009-016	B-P0009-016	GSM3729092	SAMN11457895	SRS4645916	SRX5706517	Hi-C-ana.telo-rep2	GSM3729092	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	4	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-017	EX-P0009-001	ST-P0009-017	C-P0009-017	R-P0009-017	B-P0009-017	GSM3729093	SAMN11457894	SRS4645917	SRX5706518	Hi-C-early-G1-rep1	GSM3729093	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	3	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-018	EX-P0009-001	ST-P0009-018	C-P0009-018	R-P0009-018	B-P0009-018	GSM3729094	SAMN11457893	SRS4645919	SRX5706519	Hi-C-early-G1-rep2	GSM3729094	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	4	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-019	EX-P0009-001	ST-P0009-019	C-P0009-019	R-P0009-019	B-P0009-019	GSM3729095	SAMN11457891	SRS4645920	SRX5706520	Hi-C-mid-G1-rep1	GSM3729095	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	3	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-020	EX-P0009-001	ST-P0009-020	C-P0009-020	R-P0009-020	B-P0009-020	GSM3729096	SAMN11457889	SRS4645921	SRX5706521	Hi-C-mid-G1-rep2	GSM3729096	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	4	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-021	EX-P0009-001	ST-P0009-021	C-P0009-021	R-P0009-021	B-P0009-021	GSM3729097	SAMN11457885	SRS4645922	SRX5706522	Hi-C-late-G1-rep1	GSM3729097	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	3	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-022	EX-P0009-001	ST-P0009-022	C-P0009-022	R-P0009-022	B-P0009-022	GSM3729098	SAMN11457881	SRS4645923	SRX5706523	Hi-C-late-G1-rep2	GSM3729098	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	4	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-023	EX-P0009-001	ST-P0009-023	C-P0009-023	R-P0009-023	B-P0009-023	GSM3729099	SAMN11457876	SRS4645924	SRX5706524	ChIP-seq-CTCF-asyn-rep1	GSM3729099	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	asynchronous	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-024	EX-P0009-001	ST-P0009-024	C-P0009-024	R-P0009-024	B-P0009-024	GSM3729100	SAMN11457872	SRS4645925	SRX5706525	ChIP-seq-CTCF-asyn-rep2	GSM3729100	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	asynchronous	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-025	EX-P0009-001	ST-P0009-025	C-P0009-025	R-P0009-025	B-P0009-025	GSM3729101	SAMN11457867	SRS4645926	SRX5706526	ChIP-seq-CTCF-prometa-rep1	GSM3729101	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-026	EX-P0009-001	ST-P0009-026	C-P0009-026	R-P0009-026	B-P0009-026	GSM3729102	SAMN11457863	SRS4645927	SRX5706527	ChIP-seq-CTCF-prometa-rep2	GSM3729102	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-027	EX-P0009-001	ST-P0009-027	C-P0009-027	R-P0009-027	B-P0009-027	GSM3729103	SAMN11457860	SRS4645928	SRX5706528	ChIP-seq-CTCF-prometa-rep3	GSM3729103	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-028	EX-P0009-001	ST-P0009-028	C-P0009-028	R-P0009-028	B-P0009-028	GSM3729104	SAMN11457857	SRS4645877	SRX5706477	ChIP-seq-CTCF-ana.telo-rep1	GSM3729104	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-029	EX-P0009-001	ST-P0009-029	C-P0009-029	R-P0009-029	B-P0009-029	GSM3729105	SAMN11457856	SRS4645878	SRX5706478	ChIP-seq-CTCF-ana.telo-rep2	GSM3729105	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-030	EX-P0009-001	ST-P0009-030	C-P0009-030	R-P0009-030	B-P0009-030	GSM3729106	SAMN11457855	SRS4645879	SRX5706479	ChIP-seq-CTCF-early-G1-rep1	GSM3729106	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-031	EX-P0009-001	ST-P0009-031	C-P0009-031	R-P0009-031	B-P0009-031	GSM3729107	SAMN11457854	SRS4645880	SRX5706480	ChIP-seq-CTCF-early-G1-rep2	GSM3729107	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-032	EX-P0009-001	ST-P0009-032	C-P0009-032	R-P0009-032	B-P0009-032	GSM3729108	SAMN11457853	SRS4645881	SRX5706481	ChIP-seq-CTCF-mid-G1-rep1	GSM3729108	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-033	EX-P0009-001	ST-P0009-033	C-P0009-033	R-P0009-033	B-P0009-033	GSM3729109	SAMN11457852	SRS4645882	SRX5706482	ChIP-seq-CTCF-mid-G1-rep2	GSM3729109	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-034	EX-P0009-001	ST-P0009-034	C-P0009-034	R-P0009-034	B-P0009-034	GSM3729110	SAMN11457851	SRS4645883	SRX5706483	ChIP-seq-CTCF-late-G1-rep1	GSM3729110	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-035	EX-P0009-001	ST-P0009-035	C-P0009-035	R-P0009-035	B-P0009-035	GSM3729111	SAMN11457850	SRS4645884	SRX5706484	ChIP-seq-CTCF-late-G1-rep2	GSM3729111	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-036	EX-P0009-001	ST-P0009-036	C-P0009-036	R-P0009-036	B-P0009-036	GSM3729112	SAMN11457849	SRS4645885	SRX5706485	ChIP-seq-Rad21-asyn-rep1	GSM3729112	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	asynchronous	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-037	EX-P0009-001	ST-P0009-037	C-P0009-037	R-P0009-037	B-P0009-037	GSM3729113	SAMN11457848	SRS4645886	SRX5706486	ChIP-seq-Rad21-asyn-rep2	GSM3729113	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	asynchronous	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-038	EX-P0009-001	ST-P0009-038	C-P0009-038	R-P0009-038	B-P0009-038	GSM3729114	SAMN11457847	SRS4645887	SRX5706487	ChIP-seq-Rad21-prometa-rep1	GSM3729114	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
