review_id	paper_id	record_type	record_id	field_name	original_value	candidate_interpretation	decision	decision_status	evidence_ids	decision_rule	reviewer_status	notes
RV-P0008-0084	P0008	replicate	R-P0008-GEO-038	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0085	P0008	batch	B-P0008-GEO-038	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0086	P0008	condition	C-P0008-GEO-038	author_condition_label	20160714-G2p-R1	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0087	P0008	replicate	R-P0008-GEO-039	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0088	P0008	batch	B-P0008-GEO-039	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0089	P0008	condition	C-P0008-GEO-039	author_condition_label	20160714-G2n-R1	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0090	P0008	replicate	R-P0008-GEO-040	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0091	P0008	batch	B-P0008-GEO-040	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0092	P0008	replicate	R-P0008-GEO-041	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0093	P0008	batch	B-P0008-GEO-041	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0094	P0008	replicate	R-P0008-GEO-042	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0095	P0008	batch	B-P0008-GEO-042	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0096	P0008	replicate	R-P0008-GEO-043	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0097	P0008	batch	B-P0008-GEO-043	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0098	P0008	condition	C-P0008-GEO-043	author_condition_label	20160714-30m-R1	possible_nocodazole_related_collection	partial_context_only	partially_verified	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0099	P0008	replicate	R-P0008-GEO-044	replicate_type	R1	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0100	P0008	batch	B-P0008-GEO-044	batch_date	2016-07-14	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0101	P0008	replicate	R-P0008-GEO-045	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0102	P0008	batch	B-P0008-GEO-045	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0103	P0008	condition	C-P0008-GEO-045	author_condition_label	20160919-G2p-R2	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0104	P0008	replicate	R-P0008-GEO-046	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0105	P0008	batch	B-P0008-GEO-046	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0106	P0008	condition	C-P0008-GEO-046	author_condition_label	20160919-G2n-R2	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0107	P0008	replicate	R-P0008-GEO-047	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0108	P0008	batch	B-P0008-GEO-047	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0109	P0008	replicate	R-P0008-GEO-048	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0110	P0008	batch	B-P0008-GEO-048	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0111	P0008	replicate	R-P0008-GEO-049	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0112	P0008	batch	B-P0008-GEO-049	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0113	P0008	replicate	R-P0008-GEO-050	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0114	P0008	batch	B-P0008-GEO-050	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0115	P0008	condition	C-P0008-GEO-050	author_condition_label	20160919-30m-R2	possible_nocodazole_related_collection	partial_context_only	partially_verified	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0116	P0008	replicate	R-P0008-GEO-051	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0117	P0008	batch	B-P0008-GEO-051	batch_date	2016-09-19	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0118	P0008	replicate	R-P0008-GEO-052	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0119	P0008	batch	B-P0008-GEO-052	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0120	P0008	condition	C-P0008-GEO-052	author_condition_label	20160830-G2p-R2	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0121	P0008	replicate	R-P0008-GEO-053	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0122	P0008	batch	B-P0008-GEO-053	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0123	P0008	condition	C-P0008-GEO-053	author_condition_label	20160830-G2n-R2	author_condition_or_phase_alias	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0124	P0008	replicate	R-P0008-GEO-054	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0125	P0008	batch	B-P0008-GEO-054	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0126	P0008	replicate	R-P0008-GEO-055	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0127	P0008	batch	B-P0008-GEO-055	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0128	P0008	replicate	R-P0008-GEO-056	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0129	P0008	batch	B-P0008-GEO-056	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0130	P0008	replicate	R-P0008-GEO-057	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0131	P0008	batch	B-P0008-GEO-057	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0132	P0008	condition	C-P0008-GEO-057	author_condition_label	20160830-30m-R2	possible_nocodazole_related_collection	partial_context_only	partially_verified	E-P0008-008|E-P0008-013	Preserve alias; require explicit per-GSM mapping for normalization.	machine_extracted_pending_human_review	No inference from token shape alone.
RV-P0008-0133	P0008	replicate	R-P0008-GEO-058	replicate_type	R2	biological_or_technical_replicate	UNRESOLVED	unresolved	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0134	P0008	batch	B-P0008-GEO-058	batch_date	2016-08-30	candidate_experimental_batch	UNRESOLVED	unresolved	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0135	P0008	replicate	R-P0008-GEO-059	replicate_type	NR	not_applicable	NA	not_applicable	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0136	P0008	batch	B-P0008-GEO-059	batch_date	NR	not_applicable	NA	not_applicable	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0137	P0008	replicate	R-P0008-GEO-060	replicate_type	NR	not_applicable	NA	not_applicable	E-P0008-008|E-P0008-013	Do not map R1/R2 without an explicit label-to-type statement.	machine_extracted_pending_human_review	The paper states duplicate time courses but does not define label type.
RV-P0008-0138	P0008	batch	B-P0008-GEO-060	batch_date	NR	not_applicable	NA	not_applicable	E-P0008-008	A date-like alias is a candidate, not a verified batch.	machine_extracted_pending_human_review	Original alias preserved.
RV-P0008-0139	P0008	archive_sample	AS-P0008-059	biological_sample_origin_status	reused_from_prior_study	reused_from_prior_study	reused_from_prior_study	verified	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0140	P0008	archive_sample	AS-P0008-059	library_origin_status	UNRESOLVED	UNRESOLVED	UNRESOLVED	unresolved	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0141	P0008	archive_sample	AS-P0008-059	sequencing_generation_status	mixed_or_additional_unassigned	mixed_or_additional_unassigned	mixed_or_additional_unassigned	unresolved	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0142	P0008	archive_sample	AS-P0008-059	analysis_usage_status	reanalyzed_prior_data	reanalyzed_prior_data	reanalyzed_prior_data	verified	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0143	P0008	archive_sample	AS-P0008-060	biological_sample_origin_status	reused_from_prior_study	reused_from_prior_study	reused_from_prior_study	verified	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0144	P0008	archive_sample	AS-P0008-060	library_origin_status	UNRESOLVED	UNRESOLVED	UNRESOLVED	unresolved	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0145	P0008	archive_sample	AS-P0008-060	sequencing_generation_status	mixed_or_additional_unassigned	mixed_or_additional_unassigned	mixed_or_additional_unassigned	unresolved	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0146	P0008	archive_sample	AS-P0008-060	analysis_usage_status	reanalyzed_prior_data	reanalyzed_prior_data	reanalyzed_prior_data	verified	E-P0008-011|E-P0008-013	Use layered provenance; do not collapse sample, library, sequencing and analysis origin.	machine_extracted_pending_human_review	Individual library/sequencing assignment remains unresolved where stated.
RV-P0008-0147	P0008	sra_run	SRR5939685	sequencing_generation_status	GSM2745897_r1	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0148	P0008	sra_run	SRR5939686	sequencing_generation_status	GSM2745897_r10	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0149	P0008	sra_run	SRR5939687	sequencing_generation_status	GSM2745897_r11	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0150	P0008	sra_run	SRR5939688	sequencing_generation_status	GSM2745897_r12	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0151	P0008	sra_run	SRR5939689	sequencing_generation_status	GSM2745897_r13	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0152	P0008	sra_run	SRR5939690	sequencing_generation_status	GSM2745897_r14	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0153	P0008	sra_run	SRR5939691	sequencing_generation_status	GSM2745897_r15	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0154	P0008	sra_run	SRR5939692	sequencing_generation_status	GSM2745897_r16	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0155	P0008	sra_run	SRR5939693	sequencing_generation_status	GSM2745897_r17	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0156	P0008	sra_run	SRR5939694	sequencing_generation_status	GSM2745897_r18	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0157	P0008	sra_run	SRR5939695	sequencing_generation_status	GSM2745897_r19	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0158	P0008	sra_run	SRR5939696	sequencing_generation_status	GSM2745897_r2	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0159	P0008	sra_run	SRR5939697	sequencing_generation_status	GSM2745897_r20	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0160	P0008	sra_run	SRR5939698	sequencing_generation_status	GSM2745897_r21	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0161	P0008	sra_run	SRR5939699	sequencing_generation_status	GSM2745897_r22	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
