review_id	paper_id	record_type	record_id	field_name	original_value	candidate_interpretation	decision	decision_status	evidence_ids	decision_rule	reviewer_status	notes
RV-P0008-0162	P0008	sra_run	SRR5939700	sequencing_generation_status	GSM2745897_r23	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0163	P0008	sra_run	SRR5939701	sequencing_generation_status	GSM2745897_r24	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0164	P0008	sra_run	SRR5939702	sequencing_generation_status	GSM2745897_r25	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0165	P0008	sra_run	SRR5939703	sequencing_generation_status	GSM2745897_r26	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0166	P0008	sra_run	SRR5939704	sequencing_generation_status	GSM2745897_r27	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0167	P0008	sra_run	SRR5939705	sequencing_generation_status	GSM2745897_r28	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0168	P0008	sra_run	SRR5939706	sequencing_generation_status	GSM2745897_r29	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0169	P0008	sra_run	SRR5939707	sequencing_generation_status	GSM2745897_r3	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0170	P0008	sra_run	SRR5939708	sequencing_generation_status	GSM2745897_r30	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0171	P0008	sra_run	SRR5939709	sequencing_generation_status	GSM2745897_r31	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0172	P0008	sra_run	SRR5939710	sequencing_generation_status	GSM2745897_r32	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0173	P0008	sra_run	SRR5939711	sequencing_generation_status	GSM2745897_r33	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0174	P0008	sra_run	SRR5939712	sequencing_generation_status	GSM2745897_r34	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0175	P0008	sra_run	SRR5939713	sequencing_generation_status	GSM2745897_r35	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0176	P0008	sra_run	SRR5939714	sequencing_generation_status	GSM2745897_r36	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0177	P0008	sra_run	SRR5939715	sequencing_generation_status	GSM2745897_r37	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0178	P0008	sra_run	SRR5939716	sequencing_generation_status	GSM2745897_r38	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0179	P0008	sra_run	SRR5939717	sequencing_generation_status	GSM2745897_r39	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0180	P0008	sra_run	SRR5939718	sequencing_generation_status	GSM2745897_r4	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0181	P0008	sra_run	SRR5939719	sequencing_generation_status	GSM2745897_r40	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0182	P0008	sra_run	SRR5939720	sequencing_generation_status	GSM2745897_r41	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0183	P0008	sra_run	SRR5939721	sequencing_generation_status	GSM2745897_r42	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0184	P0008	sra_run	SRR5939722	sequencing_generation_status	GSM2745897_r43	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0185	P0008	sra_run	SRR5939723	sequencing_generation_status	GSM2745897_r44	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0186	P0008	sra_run	SRR5939724	sequencing_generation_status	GSM2745897_r45	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0187	P0008	sra_run	SRR5939725	sequencing_generation_status	GSM2745897_r46	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0188	P0008	sra_run	SRR5939726	sequencing_generation_status	GSM2745897_r47	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0189	P0008	sra_run	SRR5939727	sequencing_generation_status	GSM2745897_r48	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0190	P0008	sra_run	SRR5939728	sequencing_generation_status	GSM2745897_r49	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0191	P0008	sra_run	SRR5939729	sequencing_generation_status	GSM2745897_r5	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0192	P0008	sra_run	SRR5939730	sequencing_generation_status	GSM2745897_r50	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0193	P0008	sra_run	SRR5939731	sequencing_generation_status	GSM2745897_r51	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0194	P0008	sra_run	SRR5939732	sequencing_generation_status	GSM2745897_r52	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0195	P0008	sra_run	SRR5939733	sequencing_generation_status	GSM2745897_r53	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0196	P0008	sra_run	SRR5939734	sequencing_generation_status	GSM2745897_r54	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0197	P0008	sra_run	SRR5939735	sequencing_generation_status	GSM2745897_r55	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0198	P0008	sra_run	SRR5939736	sequencing_generation_status	GSM2745897_r56	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0199	P0008	sra_run	SRR5939737	sequencing_generation_status	GSM2745897_r57	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0200	P0008	sra_run	SRR5939738	sequencing_generation_status	GSM2745897_r58	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0201	P0008	sra_run	SRR5939739	sequencing_generation_status	GSM2745897_r59	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0202	P0008	sra_run	SRR5939740	sequencing_generation_status	GSM2745897_r6	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0203	P0008	sra_run	SRR5939741	sequencing_generation_status	GSM2745897_r60	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0204	P0008	sra_run	SRR5939742	sequencing_generation_status	GSM2745897_r61	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0205	P0008	sra_run	SRR5939743	sequencing_generation_status	GSM2745897_r62	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0206	P0008	sra_run	SRR5939744	sequencing_generation_status	GSM2745897_r63	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0207	P0008	sra_run	SRR5939745	sequencing_generation_status	GSM2745897_r64	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0208	P0008	sra_run	SRR5939746	sequencing_generation_status	GSM2745897_r65	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0209	P0008	sra_run	SRR5939747	sequencing_generation_status	GSM2745897_r66	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0210	P0008	sra_run	SRR5939748	sequencing_generation_status	GSM2745897_r67	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0211	P0008	sra_run	SRR5939749	sequencing_generation_status	GSM2745897_r68	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0212	P0008	sra_run	SRR5939750	sequencing_generation_status	GSM2745897_r69	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0213	P0008	sra_run	SRR5939751	sequencing_generation_status	GSM2745897_r7	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0214	P0008	sra_run	SRR5939752	sequencing_generation_status	GSM2745897_r70	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0215	P0008	sra_run	SRR5939753	sequencing_generation_status	GSM2745897_r71	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0216	P0008	sra_run	SRR5939754	sequencing_generation_status	GSM2745897_r72	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0217	P0008	sra_run	SRR5939755	sequencing_generation_status	GSM2745897_r73	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0218	P0008	sra_run	SRR5939756	sequencing_generation_status	GSM2745897_r74	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0219	P0008	sra_run	SRR5939757	sequencing_generation_status	GSM2745897_r75	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0220	P0008	sra_run	SRR5939758	sequencing_generation_status	GSM2745897_r8	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0221	P0008	sra_run	SRR5939759	sequencing_generation_status	GSM2745897_r9	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0222	P0008	sra_run	SRR5939760	sequencing_generation_status	GSM2745898_r1	prior_or_deeper_sequencing_unassigned	UNRESOLVED	unresolved	E-P0008-009|E-P0008-011|E-P0008-013	Do not infer sequencing generation from run alias or accession order.	machine_extracted_pending_human_review	All HeLa runs remain individually unresolved.
RV-P0008-0223	P0008	source_query	Q0008	legacy_record_id	AC-P0008-004	failed_query_history	historical_migrated	verified	E-P0008-007	Failed queries belong in source_queries, never accession entities.	machine_extracted_pending_human_review	Historical identifier retained for auditability.
RV-P0001-0001	P0001	experiment	EX-P0001-001	replicate_type	NR	biological_or_technical_replicate_unknown	UNRESOLVED	unresolved	E-P0001-001	Do not infer replicate type from paper title or assay name.	machine_extracted_pending_human_review	Requires supplementary tables or author methods.
RV-P0001-0002	P0001	accession	AC-P0001-002	run_level_mapping	ERP004055	ENA study may contain run-level records	run_level_deferred	partially_verified	E-P0001-002	Study accession is verified, but SRR/ERR expansion was outside this round.	machine_extracted_pending_human_review	No FASTQ/SRA payload downloaded.
RV-P0009-0001	P0009	sample_timepoint	P0009_STAGE_RELEASE_RULE	sampling_time	prometa|ana.telo|early-G1|mid-G1|late-G1	0|25|60|120|240 min after nocodazole release	verified	verified	E-P0009-003	Use GEO Treatment-Protocol explicit mapping; do not infer any additional stages beyond the listed mapping.	machine_extracted_pending_human_review	Applies only to stage-labelled synchronized samples.
RV-P0009-0002	P0009	sample_timepoint	P0009_ASYN_RULE	sampling_time	asyn	post-release time point	NR	not_applicable	E-P0009-003	Do not place asynchronous samples on the nocodazole-release timeline.	machine_extracted_pending_human_review	asyn remains an asynchronous comparator with NR sampling_time and NA time zero.
RV-P0009-0003	P0009	accession	P0009_CAPTUREC_RULE	library_strategy	OTHER	Capture-C	verified	verified	E-P0009-003|E-P0009-004	When GEO title begins with Capture-C and RunInfo reports OTHER, keep raw LibraryStrategy but expose assay_type as Capture-C in sample/run views.	machine_extracted_pending_human_review	Official metadata are sufficient for assay identity but not for bait locus identity.
RV-P0009-0004	P0009	accession	P0009_POLII_RULE	library_strategy	OTHER	ChIP-seq Pol II	verified	verified	E-P0009-003|E-P0009-004	When GEO title begins with ChIP-seq-PolII and RunInfo reports OTHER, preserve raw strategy but expose assay_type as ChIP-seq.	machine_extracted_pending_human_review	Assay label comes from official GEO title, not from guessed file naming.
RV-P0009-0005	P0009	condition	P0009_COMMD3_RULE	perturbation_technology	commd3_mutant	locus mutation or engineered mutant background	UNRESOLVED	unresolved	E-P0009-003	Keep the mutant label from official GEO title, but do not infer engineering technology or expected effect without explicit evidence.	machine_extracted_pending_human_review	condition and user catalog preserve commd3_mutant as raw sample label.
RV-P0012-0001	P0012	condition	auxin	perturbation_target	with_auxin/with_A	CTCF depletion via auxin-inducible degron	accepted_from_prior_pilot_evidence	verified	E-P0012-001|E-P0012-003	Use prior paper-level pilot evidence for target; sample assignment from GEO title.	machine_extracted_pending_human_review	Kept separate from ChIP detection_target.
RV-P0012-0002	P0012	condition	triptolide	perturbation_target	with_triptolide	transcription initiation inhibition	accepted_from_prior_pilot_evidence	verified	E-P0012-001|E-P0012-003	Use prior paper-level pilot evidence; do not replace with Pol II detection target.	machine_extracted_pending_human_review	Dose and validation remain NR in saved metadata.
RV-P0012-0003	P0012	accession	PRJNA706679	project_accession	PRJNA706679	declared/queried BioProject may expand to PRJNA706396 and PRJNA706676 in ENA read_run	UNRESOLVED	unresolved	E-P0012-004	Preserve ENA-returned study_accession per run and register declared-vs-returned mismatch.	needs_human_review	No silent project accession substitution.
